storeId,storeName,dateCreated,itemsTotal,shipping,dutyTaxes,grandTotal,country
5,Princess Leia,2020-11-14 7:10:35,94,13.99,0,107.99,NL
5,Princess Leia,2020-11-14 7:15:59,77.2,7.99,0,85.19,FR
7,Wedge Antilles,2020-11-14 7:19:47,180,30,0,210,NZ
7,Wedge Antilles,2020-11-14 7:20:38,580,30,0,610,NZ
9,Darth Vader,2020-11-14 7:21:48,60.48,0,10.17,70.65,CA
5,Princess Leia,2020-11-14 7:27:13,191.1,12.99,0,204.09,AU
9,Darth Vader,2020-11-14 7:29:50,100.37,0,16.02,116.39,DE
10,C-3PO,2020-11-14 7:30:31,262.2,32.63,0,294.83,AU
5,Princess Leia,2020-11-14 7:36:44,30,7.99,0,37.99,FR
7,Wedge Antilles,2020-11-14 7:36:51,130,30,0,160,AU
9,Darth Vader,2020-11-14 7:39:44,48.86,0,6.58,55.44,CA
10,C-3PO,2020-11-14 7:44:36,70,20.66,0,90.66,TH
10,C-3PO,2020-11-14 7:45:51,270.2,47.94,66.69,384.83,KZ
9,Darth Vader,2020-11-14 7:46:36,262,0,84.19,346.19,CA
7,Wedge Antilles,2020-11-14 7:47:56,375,30,0,405,AU
10,C-3PO,2020-11-14 7:48:03,755.9,50.34,0,806.24,AU
10,C-3PO,2020-11-14 7:51:14,71,20.66,0,91.66,TH
7,Wedge Antilles,2020-11-14 7:53:27,531,30,92.21,653.21,AE
9,Darth Vader,2020-11-14 7:54:25,27.86,10,0,37.86,NZ
5,Princess Leia,2020-11-14 7:56:09,60.4,8.99,0,69.39,FR
5,Princess Leia,2020-11-14 7:56:56,165,7.99,0,172.99,FR
10,C-3PO,2020-11-14 7:57:47,446.4,27.43,0,473.83,AU
7,Wedge Antilles,2020-11-14 7:58:12,640,30,0,670,AU
5,Princess Leia,2020-11-14 7:59:53,140,14.99,0,154.99,DE
3,Obi-Wan Kenobi,2020-11-14 8:00:04,444.75,100.78,150.9,696.43,NL
9,Darth Vader,2020-11-14 8:00:50,41.8,6.99,10.19,58.98,IE
9,Darth Vader,2020-11-14 8:04:11,57.98,0,6.26,64.24,CA
4,Wilhuff Tarkin,2020-11-14 8:13:30,130.35,72.95,0,203.3,AU
7,Wedge Antilles,2020-11-14 8:17:55,719.55,30,0,749.55,HK
10,C-3PO,2020-11-14 8:20:25,78,17.8,0,95.8,AU
5,Princess Leia,2020-11-14 8:22:51,47.9,7.99,0,55.89,FR
10,C-3PO,2020-11-14 8:22:52,297.35,32.22,0,329.57,NZ
5,Princess Leia,2020-11-14 8:23:31,65,7.99,0,72.99,FR
5,Princess Leia,2020-11-14 8:24:33,23.8,7.99,0,31.79,FR
7,Wedge Antilles,2020-11-14 8:24:44,375,30,0,405,AU
5,Princess Leia,2020-11-14 8:26:30,55.8,7.99,0,63.79,FR
5,Princess Leia,2020-11-14 8:26:36,32.4,7.99,0,40.39,FR
5,Princess Leia,2020-11-14 8:26:39,19.8,13.99,0,33.79,PL
5,Princess Leia,2020-11-14 8:26:52,13.5,6.99,0,20.49,AU
5,Princess Leia,2020-11-14 8:27:32,27,7.99,0,34.99,FR
9,Darth Vader,2020-11-14 8:27:59,68.39,0,9.21,77.6,CA
9,Darth Vader,2020-11-14 8:32:17,66.46,0,11.93,78.39,FR
5,Princess Leia,2020-11-14 8:33:42,42.8,7.99,0,50.79,FR
5,Princess Leia,2020-11-14 8:37:32,19,7.99,0,26.99,FR
5,Princess Leia,2020-11-14 8:38:34,52,13.99,0,65.99,PL
9,Darth Vader,2020-11-14 8:39:16,87.5,10,0,97.5,HK
5,Princess Leia,2020-11-14 8:50:45,139,7.99,0,146.99,FR
5,Princess Leia,2020-11-14 8:51:23,86.4,7.99,0,94.39,FR
5,Princess Leia,2020-11-14 8:51:32,67.7,7.99,0,75.69,FR
5,Princess Leia,2020-11-14 8:54:51,54.4,7.99,0,62.39,ES
5,Princess Leia,2020-11-14 8:56:27,47.6,7.99,0,55.59,HR
9,Darth Vader,2020-11-14 8:58:42,80.77,0,19.01,99.78,NL
10,C-3PO,2020-11-14 9:02:03,210.2,21.84,0,232.04,AU
10,C-3PO,2020-11-14 9:04:13,688.05,55.47,0,743.52,KW
5,Princess Leia,2020-11-14 9:06:55,245.15,9.99,0,255.14,FR
5,Princess Leia,2020-11-14 9:08:40,28,7.99,0,35.99,FR
5,Princess Leia,2020-11-14 9:12:37,40,5.99,9.2,55.19,GB
9,Darth Vader,2020-11-14 9:17:12,36.74,6.99,4.94,48.67,CA
5,Princess Leia,2020-11-14 9:17:49,9.6,7.99,0,17.59,FR
7,Wedge Antilles,2020-11-14 9:19:06,165,30,0,195,AU
9,Darth Vader,2020-11-14 9:20:32,82,0,25.39,107.39,GB
10,C-3PO,2020-11-14 9:24:05,174.1,25.62,0,199.72,AU
5,Princess Leia,2020-11-14 9:24:58,49.1,7.99,0,57.09,CZ
5,Princess Leia,2020-11-14 9:25:44,30.6,7.99,0,38.59,FR
9,Darth Vader,2020-11-14 9:27:18,257.91,0,86.32,344.23,DE
9,Darth Vader,2020-11-14 9:29:01,44,14.95,11.46,70.41,CZ
5,Princess Leia,2020-11-14 9:29:49,44,7.99,0,51.99,FR
7,Wedge Antilles,2020-11-14 9:36:52,365,30,0,395,AU
5,Princess Leia,2020-11-14 9:38:41,83.3,7.99,0,91.29,FR
5,Princess Leia,2020-11-14 9:40:13,58,8.99,0,66.99,SE
5,Princess Leia,2020-11-14 9:48:05,56,7.99,0,63.99,FR
5,Princess Leia,2020-11-14 9:50:13,15,5.99,0,20.99,GB
5,Princess Leia,2020-11-14 9:50:28,156,8.99,0,164.99,FR
5,Princess Leia,2020-11-14 9:51:09,27,7.99,0,34.99,FR
10,C-3PO,2020-11-14 9:52:08,237.6,23.81,0,261.41,AU
5,Princess Leia,2020-11-14 9:52:50,34,7.99,0,41.99,FR
10,C-3PO,2020-11-14 9:57:30,103.2,44,0,147.2,RU
3,Obi-Wan Kenobi,2020-11-14 9:57:35,1051.3,784.94,155.64,1991.88,CH
5,Princess Leia,2020-11-14 10:03:17,79.35,8.99,0,88.34,FR
5,Princess Leia,2020-11-14 10:05:23,66,7.99,0,73.99,FR
3,Obi-Wan Kenobi,2020-11-14 10:07:31,1116.95,249.28,252.89,1619.12,DE
5,Princess Leia,2020-11-14 10:08:44,15,13.99,0,28.99,PL
9,Darth Vader,2020-11-14 10:13:09,131.55,0,27.06,158.61,FR
5,Princess Leia,2020-11-14 10:13:49,117.7,9.99,0,127.69,AU
5,Princess Leia,2020-11-14 10:15:44,30,7.99,0,37.99,FR
5,Princess Leia,2020-11-14 10:17:43,19,7.99,0,26.99,FR
5,Princess Leia,2020-11-14 10:18:09,30,7.99,0,37.99,FR
5,Princess Leia,2020-11-14 10:18:43,19,7.99,0,26.99,FR
10,C-3PO,2020-11-14 10:25:57,214,36.64,0,250.64,AU
5,Princess Leia,2020-11-14 10:28:18,110.8,8.99,0,119.79,FR
10,C-3PO,2020-11-14 10:31:06,210.6,33.65,0,244.25,RU
5,Princess Leia,2020-11-14 10:32:34,48,7.99,0,55.99,FR
5,Princess Leia,2020-11-14 10:35:29,34.98,7.99,0,42.97,FR
9,Darth Vader,2020-11-14 10:35:36,54.4,0,21.05,75.45,GB
3,Obi-Wan Kenobi,2020-11-14 10:35:59,66.85,41.68,33.68,142.21,NL
10,C-3PO,2020-11-14 10:38:02,350.2,0,0,350.2,US
10,C-3PO,2020-11-14 10:40:05,30,16.01,0,46.01,AU
9,Darth Vader,2020-11-14 10:40:45,65.56,0,14.7,80.26,FR
9,Darth Vader,2020-11-14 10:44:30,73.74,0,15.44,89.18,IE
10,C-3PO,2020-11-14 10:46:32,2395,0,0,2395,US
8,Luke Skywalker,2020-11-14 10:48:06,210.11,33.07,0,243.18,AU
5,Princess Leia,2020-11-14 10:55:44,22.1,7.99,0,30.09,FR
10,C-3PO,2020-11-14 10:57:08,816,0,0,816,US
5,Princess Leia,2020-11-14 10:58:29,39.9,7.99,0,47.89,ES
5,Princess Leia,2020-11-14 10:58:45,18,5.99,0,23.99,GB
5,Princess Leia,2020-11-14 11:02:07,19,7.99,0,26.99,FR
5,Princess Leia,2020-11-14 11:02:40,34,13.99,0,47.99,IT
5,Princess Leia,2020-11-14 11:03:40,79.18,7.99,0,87.17,FR
7,Wedge Antilles,2020-11-14 11:14:04,275,30,53.48,358.48,TH
9,Darth Vader,2020-11-14 11:14:38,209,14.95,34.52,258.47,IL
10,C-3PO,2020-11-14 11:19:06,57,0,0,57,US
9,Darth Vader,2020-11-14 11:19:32,104.8,0,9.08,113.88,CH
9,Darth Vader,2020-11-14 11:22:14,53.1,0,20.43,73.53,GB
5,Princess Leia,2020-11-14 11:22:30,30.05,5.99,7.6,43.64,GB
9,Darth Vader,2020-11-14 11:22:58,55.11,0,12.98,68.09,ES
9,Darth Vader,2020-11-14 11:24:03,37.12,6.99,14.06,58.17,GB
10,C-3PO,2020-11-14 11:25:58,629.7,57.39,0,687.09,AU
5,Princess Leia,2020-11-14 11:27:11,38,7.99,0,45.99,FR
9,Darth Vader,2020-11-14 11:27:30,194.28,0,74.74,269.02,FR
10,C-3PO,2020-11-14 11:31:22,169.4,30.95,10.03,210.38,AE
5,Princess Leia,2020-11-14 11:34:03,102,6.99,0,108.99,AU
7,Wedge Antilles,2020-11-14 11:34:30,375,30,0,405,NZ
5,Princess Leia,2020-11-14 11:38:50,45.6,7.99,0,53.59,FR
5,Princess Leia,2020-11-14 11:41:47,47.6,7.99,0,55.59,FR
5,Princess Leia,2020-11-14 11:43:45,39.1,13.99,0,53.09,DE
10,C-3PO,2020-11-14 11:44:23,662,0,0,662,US
5,Princess Leia,2020-11-14 11:46:14,99,8.99,0,107.99,FR
5,Princess Leia,2020-11-14 11:51:30,30,7.99,0,37.99,FR
10,C-3PO,2020-11-14 11:52:56,183.2,19.1,0,202.3,CA
5,Princess Leia,2020-11-14 11:52:58,48,7.99,0,55.99,FR
5,Princess Leia,2020-11-14 11:55:27,68.85,7.99,0,76.84,FR
10,C-3PO,2020-11-14 11:55:36,115.4,17.81,26.64,159.85,GB
5,Princess Leia,2020-11-14 12:01:13,99,7.99,0,106.99,FR
5,Princess Leia,2020-11-14 12:02:29,47.2,7.99,0,55.19,FR
5,Princess Leia,2020-11-14 12:04:29,79,8.99,0,87.99,FR
5,Princess Leia,2020-11-14 12:05:00,46,7.99,0,53.99,FR
5,Princess Leia,2020-11-14 12:06:08,19,5.99,0,24.99,GB
5,Princess Leia,2020-11-14 12:11:11,60.18,5.99,16,82.17,GB
9,Darth Vader,2020-11-14 12:12:01,64.13,0,9.36,73.49,CA
9,Darth Vader,2020-11-14 12:16:04,211.8,0,80.6,292.4,CA
5,Princess Leia,2020-11-14 12:21:43,91.8,7.99,0,99.79,FR
9,Darth Vader,2020-11-14 12:26:15,81.2,0,16.19,97.39,FR
7,Wedge Antilles,2020-11-14 12:26:40,390,30,83.66,503.66,ZA
7,Wedge Antilles,2020-11-14 12:27:25,414,30,140.59,584.59,NO
5,Princess Leia,2020-11-14 12:29:07,166.9,8.99,0,175.89,FR
9,Darth Vader,2020-11-14 12:31:00,72.8,0,28.18,100.98,GB
5,Princess Leia,2020-11-14 12:33:10,19,5.99,0,24.99,GB
9,Darth Vader,2020-11-14 12:33:42,57.99,0,6.77,64.76,CA
10,C-3PO,2020-11-14 12:35:52,830.3,54.05,0,884.35,CY
10,C-3PO,2020-11-14 12:37:03,244,33.73,13.86,291.59,AE
10,C-3PO,2020-11-14 12:39:29,298.3,0,0,298.3,US
5,Princess Leia,2020-11-14 12:43:11,12,7.99,0,19.99,FR
9,Darth Vader,2020-11-14 12:47:44,37.29,6.99,15.7,59.98,GB
5,Princess Leia,2020-11-14 12:48:13,69.7,7.99,0,77.69,FR
5,Princess Leia,2020-11-14 12:48:29,52,8.99,0,60.99,FR
4,Wilhuff Tarkin,2020-11-14 12:53:41,206,19.95,69.61,295.56,GB
9,Darth Vader,2020-11-14 12:53:55,56.08,0,13.82,69.9,IT
7,Wedge Antilles,2020-11-14 12:56:31,365,30,0,395,AU
5,Princess Leia,2020-11-14 12:56:56,18.7,7.99,0,26.69,FR
5,Princess Leia,2020-11-14 12:57:12,27.2,7.99,0,35.19,HR
5,Princess Leia,2020-11-14 13:00:14,58,7.99,0,65.99,FR
5,Princess Leia,2020-11-14 13:02:20,41.4,19.99,0,61.39,BE
9,Darth Vader,2020-11-14 13:03:14,34.1,6.99,14.47,55.56,GB
5,Princess Leia,2020-11-14 13:03:58,18,5.99,0,23.99,GB
5,Princess Leia,2020-11-14 13:04:23,15.3,7.99,0,23.29,FR
5,Princess Leia,2020-11-14 13:05:13,33.15,7.99,0,41.14,FR
5,Princess Leia,2020-11-14 13:13:59,136.4,8.99,0,145.39,FR
5,Princess Leia,2020-11-14 13:16:23,50.4,7.99,0,58.39,FR
5,Princess Leia,2020-11-14 13:19:38,19,6.99,0,25.99,CA
4,Wilhuff Tarkin,2020-11-14 13:19:56,78.4,31.95,12.74,123.09,CA
5,Princess Leia,2020-11-14 13:20:05,22,7.99,0,29.99,FR
5,Princess Leia,2020-11-14 13:20:42,71,7.99,0,78.99,FR
9,Darth Vader,2020-11-14 13:22:42,104.38,0,15,119.38,DE
5,Princess Leia,2020-11-14 13:23:19,35,6.99,5.25,47.24,CA
9,Darth Vader,2020-11-14 13:23:41,61.4,0,12.78,74.18,FR
5,Princess Leia,2020-11-14 13:24:34,19,6.99,0,25.99,CA
5,Princess Leia,2020-11-14 13:24:53,19,6.99,0,25.99,CA
9,Darth Vader,2020-11-14 13:25:10,75.46,0,3.39,78.85,CA
7,Wedge Antilles,2020-11-14 13:29:33,650,30,0,680,AU
9,Darth Vader,2020-11-14 13:29:58,111.35,0,34.32,145.67,GB
10,C-3PO,2020-11-14 13:33:28,138.7,30.23,0,168.93,QA
5,Princess Leia,2020-11-14 13:34:21,19,7.99,0,26.99,FI
7,Wedge Antilles,2020-11-14 13:36:53,185,30,42.13,257.13,TH
7,Wedge Antilles,2020-11-14 13:37:12,661,30,151.28,842.28,CA
9,Darth Vader,2020-11-14 13:38:38,23,10,0,33,AU
5,Princess Leia,2020-11-14 13:38:49,42.8,13.99,0,56.79,IT
9,Darth Vader,2020-11-14 13:40:15,110.7,0,36.82,147.52,CA
5,Princess Leia,2020-11-14 13:40:15,38.58,7.99,0,46.57,FR
7,Wedge Antilles,2020-11-14 13:43:34,650,30,0,680,HK
5,Princess Leia,2020-11-14 13:45:07,27,7.99,0,34.99,FR
9,Darth Vader,2020-11-14 13:45:09,48,0,13.5,61.5,SE
5,Princess Leia,2020-11-14 13:45:20,11.05,5.99,0,17.04,GB
5,Princess Leia,2020-11-14 13:47:14,57.4,8.99,0,66.39,FR
9,Darth Vader,2020-11-14 13:48:17,306.83,0,97.62,404.45,IE
5,Princess Leia,2020-11-14 13:49:52,19,7.99,0,26.99,FR
3,Obi-Wan Kenobi,2020-11-14 13:50:05,21.85,61.28,0,83.13,ZA
9,Darth Vader,2020-11-14 13:50:33,65.63,0,7.66,73.29,CA
5,Princess Leia,2020-11-14 13:53:44,80,12.99,0,92.99,GR
9,Darth Vader,2020-11-14 13:54:52,133.6,12,34.08,179.68,ES
5,Princess Leia,2020-11-14 13:57:02,41,7.99,0,48.99,FR
9,Darth Vader,2020-11-14 13:57:41,60.46,0,8.82,69.28,CA
5,Princess Leia,2020-11-14 14:00:52,23.8,7.99,0,31.79,CZ
5,Princess Leia,2020-11-14 14:00:58,45,7.99,0,52.99,FR
5,Princess Leia,2020-11-14 14:01:43,49,19.99,0,68.99,BE
8,Luke Skywalker,2020-11-14 14:02:23,554,0,0,554,HK
7,Wedge Antilles,2020-11-14 14:03:18,505,50,84.79,639.79,SG
5,Princess Leia,2020-11-14 14:03:56,56,7.99,0,63.99,FR
9,Darth Vader,2020-11-14 14:05:02,121.63,0,28.64,150.27,IE
5,Princess Leia,2020-11-14 14:06:08,29.75,7.99,0,37.74,FR
5,Princess Leia,2020-11-14 14:07:46,19.55,7.99,0,27.54,FR
5,Princess Leia,2020-11-14 14:09:40,101.1,8.99,0,110.09,FR
9,Darth Vader,2020-11-14 14:10:39,120.74,10,16.23,146.97,CA
5,Princess Leia,2020-11-14 14:10:52,73.6,7.99,0,81.59,FR
5,Princess Leia,2020-11-14 14:12:52,24,7.99,0,31.99,FR
5,Princess Leia,2020-11-14 14:13:39,19,5.99,0,24.99,GB
5,Princess Leia,2020-11-14 14:15:47,27,5.99,6.6,39.59,GB
5,Princess Leia,2020-11-14 14:17:26,197,8.99,0,205.99,FR
9,Darth Vader,2020-11-14 14:17:50,81.84,0,11.94,93.78,CA
9,Darth Vader,2020-11-14 14:20:41,40.93,0,6.88,47.81,CA
10,C-3PO,2020-11-14 14:20:53,180,20,0,200,CA
9,Darth Vader,2020-11-14 14:21:49,157.54,0,62.86,220.4,CA
5,Princess Leia,2020-11-14 14:22:34,270.6,9.99,0,280.59,FR
5,Princess Leia,2020-11-14 14:24:19,75.65,7.99,0,83.64,FR
9,Darth Vader,2020-11-14 14:25:21,41.91,6.99,15.7,64.6,GB
5,Princess Leia,2020-11-14 14:25:56,140.8,9.99,23.69,174.48,CA
9,Darth Vader,2020-11-14 14:26:06,42.08,6.99,4.91,53.98,CA
5,Princess Leia,2020-11-14 14:26:23,85,7.99,0,92.99,FR
5,Princess Leia,2020-11-14 14:27:11,124,7.99,0,131.99,FR
5,Princess Leia,2020-11-14 14:29:55,86.2,8.99,0,95.19,FR
9,Darth Vader,2020-11-14 14:30:06,42.08,6.99,5.65,54.72,CA
9,Darth Vader,2020-11-14 14:30:29,142.3,0,42.53,184.83,CA
9,Darth Vader,2020-11-14 14:31:05,341.35,0,109.14,450.49,CA
9,Darth Vader,2020-11-14 14:32:10,45.94,10,6.16,62.1,CA
9,Darth Vader,2020-11-14 14:33:06,168.5,0,65.61,234.11,CA
9,Darth Vader,2020-11-14 14:33:07,39.64,6.99,7.42,54.05,DE
5,Princess Leia,2020-11-14 14:33:44,48,6.99,5.76,60.75,CA
5,Princess Leia,2020-11-14 14:34:34,30,6.99,0,36.99,CA
3,Obi-Wan Kenobi,2020-11-14 14:36:01,78.8,52.16,37.29,168.25,GB
9,Darth Vader,2020-11-14 14:39:04,70.26,0,12.61,82.87,DE
3,Obi-Wan Kenobi,2020-11-14 14:39:56,147.75,35,37.68,220.43,CA
5,Princess Leia,2020-11-14 14:40:12,56.1,6.99,9.89,72.98,CA
10,C-3PO,2020-11-14 14:40:54,270,26.03,0,296.03,SG
5,Princess Leia,2020-11-14 14:41:03,22.1,7.99,0,30.09,FR
4,Wilhuff Tarkin,2020-11-14 14:41:05,98,31.95,12.74,142.69,CA
9,Darth Vader,2020-11-14 14:41:07,60.46,0,8.82,69.28,CA
4,Wilhuff Tarkin,2020-11-14 14:41:42,108.8,31.95,31.78,172.53,CA
9,Darth Vader,2020-11-14 14:42:44,81.87,0,13.76,95.63,CA
9,Darth Vader,2020-11-14 14:42:44,118.67,0,21.31,139.98,FR
5,Princess Leia,2020-11-14 14:42:57,183,8.99,0,191.99,LT
5,Princess Leia,2020-11-14 14:45:28,43,7.99,0,50.99,FR
4,Wilhuff Tarkin,2020-11-14 14:46:34,138,16.95,19.3,174.25,CA
5,Princess Leia,2020-11-14 14:48:53,40,13.99,0,53.99,IT
5,Princess Leia,2020-11-14 14:48:59,18.7,7.99,0,26.69,FR
9,Darth Vader,2020-11-14 14:49:03,63.21,0,8.2,71.41,CA
5,Princess Leia,2020-11-14 14:49:16,346.1,9.99,59.07,415.16,CA
5,Princess Leia,2020-11-14 14:50:14,22.95,7.99,0,30.94,FR
5,Princess Leia,2020-11-14 14:50:46,63.2,19.99,0,83.19,BE
5,Princess Leia,2020-11-14 14:51:29,71.98,13.99,0,85.97,PT
5,Princess Leia,2020-11-14 14:52:33,90.1,7.99,0,98.09,FR
9,Darth Vader,2020-11-14 14:52:40,33.71,6.99,5.65,46.35,CA
10,C-3PO,2020-11-14 14:53:51,818.5,56.28,0,874.78,KW
5,Princess Leia,2020-11-14 14:57:15,99,14.99,0,113.99,DE
10,C-3PO,2020-11-14 14:57:42,270,26.03,0,296.03,SG
10,C-3PO,2020-11-14 14:58:24,879.85,57.55,0,937.4,GL
9,Darth Vader,2020-11-14 15:01:33,64.08,0,11.5,75.58,FR
9,Darth Vader,2020-11-14 15:02:02,56.7,0,15.31,72.01,IE
8,Luke Skywalker,2020-11-14 15:02:34,676,0,0,676,TW
5,Princess Leia,2020-11-14 15:02:57,46.75,6.99,7.15,60.89,CA
4,Wilhuff Tarkin,2020-11-14 15:07:24,78.4,31.95,12.74,123.09,CA
5,Princess Leia,2020-11-14 15:08:06,54.4,5.99,14.01,74.4,GB
9,Darth Vader,2020-11-14 15:08:59,89,14.95,16.16,120.11,IL
5,Princess Leia,2020-11-14 15:10:34,52,19.99,0,71.99,HU
4,Wilhuff Tarkin,2020-11-14 15:11:14,98,31.95,4.9,134.85,CA
5,Princess Leia,2020-11-14 15:11:25,30.6,6.99,4.32,41.91,CA
10,C-3PO,2020-11-14 15:12:27,197.2,0,0,197.2,US
5,Princess Leia,2020-11-14 15:12:37,183,20.99,0,203.99,BE
9,Darth Vader,2020-11-14 15:15:07,75.25,0,9.54,84.79,CA
9,Darth Vader,2020-11-14 15:17:03,57.99,0,6.77,64.76,CA
10,C-3PO,2020-11-14 15:18:04,49.4,25.7,18.78,93.88,NO
5,Princess Leia,2020-11-14 15:18:40,149.3,9.99,0,159.29,FR
10,C-3PO,2020-11-14 15:19:46,129,16.8,16.77,162.57,CA
2,Chewbacca,2020-11-14 15:20:46,122.06,12.25,0,134.31,CA
9,Darth Vader,2020-11-14 15:20:53,72.9,0,22.47,95.37,GB
3,Obi-Wan Kenobi,2020-11-14 15:22:29,222.75,60.19,38.37,321.31,CA
10,C-3PO,2020-11-14 15:22:29,53,0,0,53,US
5,Princess Leia,2020-11-14 15:23:02,112.75,7.99,0,120.74,FR
9,Darth Vader,2020-11-14 15:23:42,42.77,0,7.19,49.96,CA
5,Princess Leia,2020-11-14 15:24:11,78,7.99,0,85.99,FR
9,Darth Vader,2020-11-14 15:24:57,53.44,0,11.18,64.62,BE
7,Wedge Antilles,2020-11-14 15:26:05,650,30,149.23,829.23,CA
10,C-3PO,2020-11-14 15:27:16,293.55,36.88,105.38,435.81,NL
5,Princess Leia,2020-11-14 15:31:44,48,7.99,0,55.99,FR
5,Princess Leia,2020-11-14 15:32:06,77.98,7.99,0,85.97,FR
2,Chewbacca,2020-11-14 15:33:47,183.13,20.75,0,203.88,CA
2,Chewbacca,2020-11-14 15:33:59,245.24,66.94,31.69,343.87,CA
5,Princess Leia,2020-11-14 15:34:04,168,9.99,30.71,208.7,CA
3,Obi-Wan Kenobi,2020-11-14 15:34:11,482.15,240.08,55.67,777.9,AE
5,Princess Leia,2020-11-14 15:34:35,99,7.99,0,106.99,FR
5,Princess Leia,2020-11-14 15:36:19,67,7.99,0,74.99,FR
9,Darth Vader,2020-11-14 15:38:42,72.41,0,13.64,86.05,IE
3,Obi-Wan Kenobi,2020-11-14 15:39:44,514.15,83.33,0,597.48,CA
5,Princess Leia,2020-11-14 15:41:33,27,6.99,0,33.99,CA
9,Darth Vader,2020-11-14 15:41:37,74.6,0,12,86.6,CA
9,Darth Vader,2020-11-14 15:42:28,154.49,0,61.63,216.12,CA
10,C-3PO,2020-11-14 15:42:46,1319.7,0,0,1319.7,US
5,Princess Leia,2020-11-14 15:43:35,40.4,7.99,0,48.39,FR
5,Princess Leia,2020-11-14 15:43:36,26,13.99,0,39.99,IT
3,Obi-Wan Kenobi,2020-11-14 15:44:51,84.9,28.91,33.65,147.46,FR
5,Princess Leia,2020-11-14 15:45:29,62,19.99,0,81.99,BE
5,Princess Leia,2020-11-14 15:46:01,34,7.99,0,41.99,FR
5,Princess Leia,2020-11-14 15:46:27,87,8.99,0,95.99,FR
9,Darth Vader,2020-11-14 15:49:20,48,0,0,48,CH
7,Wedge Antilles,2020-11-14 15:50:15,186.3,30,0,216.3,HK
5,Princess Leia,2020-11-14 15:51:03,120,7.99,0,127.99,FR
3,Obi-Wan Kenobi,2020-11-14 15:51:29,89.8,74.46,22.1,186.36,CA
2,Chewbacca,2020-11-14 15:51:44,122.06,12.25,0,134.31,CA
5,Princess Leia,2020-11-14 15:51:46,54.2,7.99,0,62.19,FR
10,C-3PO,2020-11-14 15:52:15,287.9,0,0,287.9,US
5,Princess Leia,2020-11-14 15:54:29,77,12.99,0,89.99,GR
7,Wedge Antilles,2020-11-14 15:54:42,375,30,118.79,523.79,NO
9,Darth Vader,2020-11-14 15:55:17,143,0,25.74,168.74,FR
9,Darth Vader,2020-11-14 15:55:34,67.31,0,8.74,76.05,CA
5,Princess Leia,2020-11-14 15:55:55,52.7,7.99,0,60.69,FR
8,Luke Skywalker,2020-11-14 15:58:39,306,15.8,114.02,435.82,GB
5,Princess Leia,2020-11-14 15:59:08,121.4,6.99,26.8,155.19,GB
5,Princess Leia,2020-11-14 15:59:43,34,7.99,0,41.99,FR
5,Princess Leia,2020-11-14 15:59:59,100,13.99,0,113.99,DE
9,Darth Vader,2020-11-14 16:00:21,65.98,0,11.09,77.07,CA
9,Darth Vader,2020-11-14 16:00:54,148.65,0,57.23,205.88,GB
9,Darth Vader,2020-11-14 16:04:30,159.27,0,61.27,220.54,GB
5,Princess Leia,2020-11-14 16:04:39,69.83,7.99,0,77.82,FR
9,Darth Vader,2020-11-14 16:04:58,62.4,14.95,0,77.35,IL
5,Princess Leia,2020-11-14 16:05:03,99,8.99,0,107.99,FR
10,C-3PO,2020-11-14 16:05:15,273.6,0,0,273.6,US
9,Darth Vader,2020-11-14 16:05:22,57.41,0,8.38,65.79,CA
5,Princess Leia,2020-11-14 16:05:38,15,7.99,0,22.99,FR
9,Darth Vader,2020-11-14 16:08:46,64.96,0,20.01,84.97,GB
5,Princess Leia,2020-11-14 16:08:53,68,7.99,0,75.99,FR
5,Princess Leia,2020-11-14 16:09:34,119,14.99,0,133.99,DE
9,Darth Vader,2020-11-14 16:09:41,58.04,0,9.76,67.8,CA
9,Darth Vader,2020-11-14 16:16:30,66.42,0,9.55,75.97,DE
5,Princess Leia,2020-11-14 16:19:17,19,5.99,0,24.99,GB
5,Princess Leia,2020-11-14 16:19:32,91,7.99,0,98.99,FR
5,Princess Leia,2020-11-14 16:20:27,28,13.99,0,41.99,DE
5,Princess Leia,2020-11-14 16:20:44,105,7.99,0,112.99,FR
5,Princess Leia,2020-11-14 16:20:50,41.65,7.99,0,49.64,FR
5,Princess Leia,2020-11-14 16:21:00,59.5,7.99,0,67.49,FR
9,Darth Vader,2020-11-14 16:21:36,65.82,0,25.34,91.16,GB
9,Darth Vader,2020-11-14 16:26:33,94.66,0,13.82,108.48,CA
5,Princess Leia,2020-11-14 16:26:39,50.15,7.99,0,58.14,FR
9,Darth Vader,2020-11-14 16:28:50,48.86,0,6.58,55.44,CA
5,Princess Leia,2020-11-14 16:30:52,30,7.99,0,37.99,FR
5,Princess Leia,2020-11-14 16:32:16,99,20.99,0,119.99,DK
9,Darth Vader,2020-11-14 16:32:46,88,0,20.79,108.79,BE
3,Obi-Wan Kenobi,2020-11-14 16:33:01,274.55,66.98,86.98,428.51,FR
9,Darth Vader,2020-11-14 16:34:39,38.34,6.99,16.1,61.43,GB
5,Princess Leia,2020-11-14 16:34:51,70,7.99,0,77.99,FR
5,Princess Leia,2020-11-14 16:34:55,92.8,14.99,0,107.79,PL
2,Chewbacca,2020-11-14 16:35:22,122.06,12.25,0,134.31,CA
5,Princess Leia,2020-11-14 16:36:06,47,7.99,0,54.99,FR
9,Darth Vader,2020-11-14 16:37:27,66.28,0,20.43,86.71,GB
9,Darth Vader,2020-11-14 16:37:32,92,0,13.46,105.46,CA
